Interval (sec),Avg Capacity (bps),Lower CI (bps),Upper CI (bps)
0.5,14.316532108847404,14.292231445748968,14.340832771945841
1.0,7.545444819444251,7.522662831949272,7.56822680693923
1.5,5.132275867698177,5.130565620206,5.133986115190354
2.0,3.8804518537224766,3.875502255025883,3.88540145241907
