Interval (sec),Avg Capacity (bps),Lower CI,Upper CI
0.5,14.302932709109479,14.245018534941263,14.360846883277695
1.0,7.5541859510133795,7.532446153700638,7.575925748326121
1.5,5.123429021441996,5.11915391033103,5.127704132552963
2.0,3.883495114798788,3.8821611479578944,3.884829081639682
