Interval (sec),Avg Capacity (bps),Lower CI,Upper CI
0.5,14.352461015419447,14.305409671450922,14.399512359387971
1.0,7.556862446497471,7.537423811125702,7.576301081869239
1.5,5.127847475066111,5.121950521140447,5.133744428991775
2.0,3.878693837277755,3.86853009871486,3.8888575758406496
