Interval (sec),Avg Capacity (bps),Lower CI,Upper CI
0.5,14.287444342711119,14.263110852837064,14.311777832585173
1.0,7.550868198515755,7.538920250730804,7.562816146300706
1.5,5.125520998028284,5.119914704407223,5.131127291649345
2.0,3.882687007060388,3.8795683545714272,3.885805659549349
