Interval (sec),Avg Capacity (bps),Lower CI,Upper CI
0.5,14.36115082007525,14.3402148594755,14.382086780675001
1.0,6.358913792549595,4.018131663706454,8.699695921392737
1.5,5.124854911697108,5.113924523836165,5.1357852995580515
2.0,3.8818961297453543,3.880551698297617,3.8832405611930914
