window_end,TP,FP,TN,FN,Precision,Recall,F1
1748413701.7938316,0,0,232,0,0,0,0
1748413701.8091145,0,0,233,0,0,0,0
1748413701.8201966,0,0,225,0,0,0,0
1748413701.8254564,0,0,234,0,0,0,0
1748413701.9167805,0,0,226,0,0,0,0
1748413701.9225593,0,0,235,0,0,0,0
1748413701.9428396,0,0,236,0,0,0,0
1748413701.9522378,0,0,237,0,0,0,0
1748413701.9615066,0,0,238,0,0,0,0
1748413702.0140889,0,0,227,0,0,0,0
1748413702.0314655,0,0,239,0,0,0,0
1748413702.0512195,0,0,228,0,0,0,0
1748413702.0930464,0,0,240,0,0,0,0
1748413702.1582983,0,0,241,0,0,0,0
1748413702.2055786,0,0,229,0,0,0,0
1748413702.2175744,0,0,230,0,0,0,0
1748413702.2368095,0,0,231,0,0,0,0
1748413702.2465127,0,0,232,0,0,0,0
1748413702.2768304,0,0,233,0,0,0,0
1748413702.2909408,0,0,242,0,0,0,0
1748413702.334594,0,0,234,0,0,0,0
1748413702.337609,0,0,243,0,0,0,0
1748413702.3625293,0,0,235,0,0,0,0
1748413702.3826506,0,0,244,0,0,0,0
1748413702.464183,0,0,236,0,0,0,0
1748413702.509779,0,0,237,0,0,0,0
1748413702.5152254,0,0,245,0,0,0,0
1748413702.5518296,0,0,246,0,0,0,0
1748413702.5979178,0,0,238,0,0,0,0
1748413702.6338813,0,0,239,0,0,0,0
1748413702.6691833,0,0,240,0,0,0,0
1748413702.6888082,0,0,241,0,0,0,0
1748413702.6903512,0,0,247,0,0,0,0
1748413702.6957474,0,0,242,0,0,0,0
1748413702.6969903,0,0,248,0,0,0,0
1748413702.717043,0,0,249,0,0,0,0
1748413702.7975311,0,0,250,0,0,0,0
1748413702.802839,0,0,243,0,0,0,0
1748413702.8686638,0,0,251,0,0,0,0
1748413702.8927112,0,0,244,0,0,0,0
1748413702.9749014,0,0,245,0,0,0,0
1748413702.996088,0,0,252,0,0,0,0
1748413703.0221014,0,0,253,0,0,0,0
1748413703.0221195,0,0,246,0,0,0,0
1748413703.0932019,0,0,247,0,0,0,0
1748413703.1045055,0,0,248,0,0,0,0
1748413703.124997,0,0,254,0,0,0,0
1748413703.1939337,0,0,249,0,0,0,0
1748413703.2134466,0,0,250,0,0,0,0
1748413703.2257366,0,0,255,0,0,0,0
1748413703.2305496,0,0,256,0,0,0,0
1748413703.2334988,0,0,251,0,0,0,0
1748413703.2419698,0,0,252,0,0,0,0
1748413703.264179,0,0,257,0,0,0,0
1748413703.3441708,0,0,253,0,0,0,0
1748413703.3470678,0,0,254,0,0,0,0
1748413703.3999257,0,0,258,0,0,0,0
1748413703.4148815,0,0,259,0,0,0,0
1748413703.4762416,0,0,255,0,0,0,0
1748413703.4975498,0,0,256,0,0,0,0
1748413703.5198321,0,0,260,0,0,0,0
1748413703.5478675,0,0,257,0,0,0,0
1748413703.5532203,0,0,261,0,0,0,0
1748413703.5625043,0,0,258,0,0,0,0
1748413703.5691102,0,0,259,0,0,0,0
1748413703.605058,0,0,260,0,0,0,0
1748413703.6202214,0,0,261,0,0,0,0
1748413703.6544514,0,0,262,0,0,0,0
1748413703.6703563,0,0,263,0,0,0,0
1748413703.686776,0,0,264,0,0,0,0
1748413703.720515,0,0,265,0,0,0,0
1748413703.7535071,0,0,262,0,0,0,0
1748413703.7625265,0,0,263,0,0,0,0
1748413703.767688,0,0,266,0,0,0,0
1748413703.7794983,0,0,264,0,0,0,0
1748413703.7822094,0,0,267,0,0,0,0
1748413703.843244,0,0,265,0,0,0,0
1748413703.9110458,0,0,268,0,0,0,0
1748413703.911048,0,0,266,0,0,0,0
1748413703.9227355,0,0,269,0,0,0,0
1748413703.9564872,0,0,267,0,0,0,0
1748413703.9588087,0,0,268,0,0,0,0
1748413703.9589205,0,0,270,0,0,0,0
1748413703.978036,0,0,271,0,0,0,0
1748413703.9944,0,0,272,0,0,0,0
1748413704.0591927,0,0,269,0,0,0,0
1748413704.0658045,0,0,273,0,0,0,0
1748413704.083023,0,0,270,0,0,0,0
1748413704.0830305,0,0,274,0,0,0,0
1748413704.1386695,0,0,271,0,0,0,0
1748413704.162137,0,0,272,0,0,0,0
1748413704.1625557,0,0,275,0,0,0,0
1748413704.1953988,0,0,273,0,0,0,0
1748413704.222084,0,0,274,0,0,0,0
1748413704.2617323,0,0,275,0,0,0,0
1748413704.288554,0,0,276,0,0,0,0
1748413704.3266861,0,0,277,0,0,0,0
1748413704.35475,0,0,276,0,0,0,0
1748413704.3898249,0,0,277,0,0,0,0
1748413704.3913004,0,0,278,0,0,0,0
1748413704.4446898,0,0,279,0,0,0,0
1748413704.4810815,0,0,280,0,0,0,0
1748413704.4963713,0,0,281,0,0,0,0
1748413704.505721,0,0,278,0,0,0,0
1748413704.511214,0,0,282,0,0,0,0
1748413704.5176136,0,0,279,0,0,0,0
1748413704.5397878,0,0,280,0,0,0,0
1748413704.5712032,0,0,281,0,0,0,0
1748413704.6075416,0,0,283,0,0,0,0
1748413704.6364565,0,0,284,0,0,0,0
1748413704.6556902,0,0,285,0,0,0,0
1748413704.7308962,0,0,282,0,0,0,0
1748413704.7361252,0,0,286,0,0,0,0
1748413704.737834,0,0,287,0,0,0,0
1748413704.7478726,0,0,283,0,0,0,0
1748413704.7612326,0,0,288,0,0,0,0
1748413704.76301,0,0,289,0,0,0,0
1748413704.8091545,0,0,284,0,0,0,0
1748413704.8280122,0,0,290,0,0,0,0
1748413704.8983212,0,0,285,0,0,0,0
1748413704.933119,0,0,291,0,0,0,0
1748413704.9466865,0,0,286,0,0,0,0
1748413704.9801552,0,0,287,0,0,0,0
1748413704.9846997,0,0,288,0,0,0,0
1748413704.985514,0,0,292,0,0,0,0
1748413704.9870474,0,0,293,0,0,0,0
1748413705.007603,0,0,294,0,0,0,0
1748413705.0213363,0,0,295,0,0,0,0
1748413705.0674124,0,0,289,0,0,0,0
1748413705.0963047,0,0,296,0,0,0,0
1748413705.1395664,0,0,290,0,0,0,0
1748413705.1395657,0,0,297,0,0,0,0
1748413705.1636927,0,0,291,0,0,0,0
1748413705.1850946,0,0,298,0,0,0,0
1748413705.202072,0,0,292,0,0,0,0
1748413705.2570114,0,0,293,0,0,0,0
1748413705.258322,0,0,299,0,0,0,0
1748413705.294269,0,0,294,0,0,0,0
1748413705.297027,0,0,300,0,0,0,0
1748413705.3170054,0,0,295,0,0,0,0
1748413705.3324933,0,0,296,0,0,0,0
1748413705.406239,0,0,301,0,0,0,0
1748413705.4180703,0,0,302,0,0,0,0
1748413705.4220388,0,0,297,0,0,0,0
1748413705.4437943,0,0,298,0,0,0,0
1748413705.515938,0,0,303,0,0,0,0
1748413705.5280871,0,0,299,0,0,0,0
1748413705.5688958,0,0,304,0,0,0,0
1748413705.608677,0,0,300,0,0,0,0
1748413705.6278498,0,0,305,0,0,0,0
1748413705.637769,0,0,301,0,0,0,0
1748413705.643457,0,0,306,0,0,0,0
1748413705.7275643,0,0,307,0,0,0,0
1748413705.741482,0,0,302,0,0,0,0
1748413705.7512589,0,0,303,0,0,0,0
1748413705.7670712,0,0,308,0,0,0,0
